workload,rate,seed,cycle,timestamp,tau,peak_kvpr,kvpr_gpu0,kvpr_gpu1,current_shape,plan_shape,current_placement,placement_plan,convergence_gap,misplaced,cooldown_active,migration_decision,migration_reason,n_wants_moved,n_blocked,blocked_reasons,cand_model,cand_from,cand_to,peak_kvpr_after,n_line8,n_best_differs,n_tau_suppressed,max_abs_delta,line8
steady,2,1,12,1787600926.9783375,0.00035,0.03366691041566675,0.009806395064093466,0.03366691041566675,2+2,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 1, ""model_6"": 0}","{""model_3"": 0, ""model_4"": 1, ""model_5"": 1, ""model_6"": 0}",2,"model_3,model_4",True,,migration cooldown active,2,0,,,,,,4,3,1,0.015900018693088554,"[{""model"": ""model_5"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.015900018693088554, ""best_r"": 0.0, ""absolute_delta"": 0.015900018693088554, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.012806790175332901, ""best_r"": 0.012806790175332901, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.02385804309357568, ""best_r"": 0.015900018693088554, ""absolute_delta"": 0.007958024400487127, ""tau"": 0.00035, ""chosen_gpu"": 1}]"
steady,2,1,13,1787600931.9868717,0.00035,0.03833901174587195,0.013261757862582376,0.03833901174587195,2+2,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 1, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",2,"model_5,model_4",True,,migration cooldown active,2,0,,,,,,4,3,1,0.016916949665468767,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.016916949665468767, ""best_r"": 0.0, ""absolute_delta"": 0.016916949665468767, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.015443517250204224, ""best_r"": 0.015443517250204224, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.031138624496455315, ""best_r"": 0.016916949665468767, ""absolute_delta"": 0.014221674830986547, ""tau"": 0.00035, ""chosen_gpu"": 1}]"
steady,2,1,14,1787600936.995379,0.00035,0.032876559759784076,0.013142490163010457,0.032876559759784076,2+2,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 1, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",2,"model_5,model_4",False,MIGRATE,literal line-8 absolute delta exceeds tau,2,0,,model_5,1,0,0.03651091694854338,4,3,1,0.014760689652381826,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.014760689652381826, ""best_r"": 0.0, ""absolute_delta"": 0.014760689652381826, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.01295318914221885, ""best_r"": 0.01295318914221885, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.02731458813811109, ""best_r"": 0.014760689652381826, ""absolute_delta"": 0.012553898485729263, ""tau"": 0.00035, ""chosen_gpu"": 1}]"
steady,2,1,15,1787600942.0018148,0.00035,0.022697840497312098,0.022697840497312098,0.01981824896529071,1+3,1+3,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 0}",0,,True,,migration cooldown active,0,0,,,,,,4,1,1,0.0,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.00928131295512563, ""best_r"": 0.00928131295512563, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.016726256523840084, ""best_r"": 0.016726256523840084, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,2,1,16,1787600947.0114138,0.00035,0.02645528672199428,0.02645528672199428,0.013013119122540369,1+3,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",1,model_4,True,,migration cooldown active,1,0,,,,,,4,2,1,0.00765922816147146,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.009899097314425556, ""best_r"": 0.009899097314425556, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.02067234728401183, ""best_r"": 0.013013119122540369, ""absolute_delta"": 0.00765922816147146, ""tau"": 0.00035, ""chosen_gpu"": 1}]"
steady,2,1,17,1787600952.0211365,0.00035,0.026036595292999506,0.026036595292999506,0.005836586578511583,1+3,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 1, ""model_6"": 0}",1,model_5,True,,migration cooldown active,1,0,,,,,,4,1,0,0.00472949271190679,"[{""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.010566079290418372, ""best_r"": 0.005836586578511583, ""absolute_delta"": 0.00472949271190679, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.010566079290418372, ""best_r"": 0.010566079290418372, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,2,1,18,1787600957.0712519,0.00035,0.023508047476913478,0.023508047476913478,0.005895385761611388,1+3,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 1, ""model_6"": 0}",1,model_5,True,,migration cooldown active,1,0,,,,,,4,1,0,0.0022107484313772952,"[{""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.008106134192988683, ""best_r"": 0.005895385761611388, ""absolute_delta"": 0.0022107484313772952, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.008106134192988683, ""best_r"": 0.008106134192988683, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,2,1,19,1787600962.0866494,0.00035,0.02643985670038918,0.02643985670038918,0.007875271311884454,1+3,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",1,model_4,True,,migration cooldown active,1,0,,,,,,4,2,1,0.011616957827399034,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.007488187161087351, ""best_r"": 0.007488187161087351, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.019492229139283487, ""best_r"": 0.007875271311884454, ""absolute_delta"": 0.011616957827399034, ""tau"": 0.00035, ""chosen_gpu"": 1}]"
steady,2,1,20,1787600967.1126428,0.00035,0.027589913758970692,0.027589913758970692,0.0068208328670531105,1+3,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",1,model_6,False,MIGRATE,literal line-8 absolute delta exceeds tau,1,0,,model_6,0,1,0.015488570096666373,4,1,0,0.0022768667540721908,"[{""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.009097699621125301, ""best_r"": 0.0068208328670531105, ""absolute_delta"": 0.0022768667540721908, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.009097699621125301, ""best_r"": 0.009097699621125301, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,2,1,21,1787600972.1189456,0.00035,0.008647539664867447,0.008647539664867447,0.00850726264697435,2+2,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",0,,True,,migration cooldown active,0,0,,,,,,4,1,1,0.0,"[{""model"": ""model_6"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.005159811896627284, ""best_r"": 0.005159811896627284, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.0054012848874220075, ""best_r"": 0.0054012848874220075, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}]"
steady,2,1,22,1787600977.1590426,0.00035,0.020368833779032307,0.019838083983582906,0.020368833779032307,2+2,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",0,,True,,migration cooldown active,0,0,,,,,,4,0,0,0.0,"[{""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.009859451426792449, ""best_r"": 0.009859451426792449, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.013579700961639006, ""best_r"": 0.013579700961639006, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,2,1,23,1787600982.170954,0.00035,0.02129152789568603,0.01212945634120067,0.02129152789568603,2+2,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}","{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",2,"model_6,model_4",True,,migration cooldown active,2,1,target memory infeasible,,,,,4,3,1,0.010397196668530102,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.010397196668530102, ""best_r"": 0.0, ""absolute_delta"": 0.010397196668530102, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.007602310174652688, ""best_r"": 0.007602310174652688, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.01793497975115801, ""best_r"": 0.010397196668530102, ""absolute_delta"": 0.007537783082627909, ""tau"": 0.00035, ""chosen_gpu"": 1}]"
steady,2,1,24,1787600987.1825082,0.00035,0.017856537498541485,0.017424301837539704,0.017856537498541485,2+2,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",0,,True,,migration cooldown active,0,0,,,,,,4,0,0,0.0,"[{""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.008344369486121946, ""best_r"": 0.008344369486121946, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.010409647651608674, ""best_r"": 0.010409647651608674, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,2,1,25,1787600992.211787,0.00035,0.01934933891896438,0.012204010704113909,0.01934933891896438,2+2,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 1, ""model_6"": 0}",2,"model_6,model_5",True,,migration cooldown active,2,1,target memory infeasible,,,,,4,3,1,0.00781990426018663,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.00781990426018663, ""best_r"": 0.0, ""absolute_delta"": 0.00781990426018663, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.008745388387175848, ""best_r"": 0.00781990426018663, ""absolute_delta"": 0.0009254841269892185, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.008745388387175848, ""best_r"": 0.008745388387175848, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,2,1,26,1787600997.2242346,0.00035,0.026458454906405093,0.0168870982509903,0.026458454906405093,2+2,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}","{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",2,"model_6,model_4",False,MIGRATE,literal line-8 absolute delta exceeds tau,2,1,target memory infeasible,model_4,0,1,0.03468634297967137,4,3,1,0.013481977018751826,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_6"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.012912043049228727, ""best_r"": 0.0109451186487342, ""absolute_delta"": 0.0019669244004945265, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.026394020067980552, ""best_r"": 0.012912043049228727, ""absolute_delta"": 0.013481977018751826, ""tau"": 0.00035, ""chosen_gpu"": 1}]"
steady,2,1,27,1787601002.2344553,0.00035,0.04650402896875065,0.01419176138269109,0.04650402896875065,1+3,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 1}","{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",1,model_6,True,,migration cooldown active,1,0,,,,,,4,2,1,0.00738891535042637,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_6"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.02158067673311746, ""best_r"": 0.01419176138269109, ""absolute_delta"": 0.00738891535042637, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.02158067673311746, ""best_r"": 0.02158067673311746, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}]"
steady,2,1,28,1787601007.2462246,0.00035,0.04204489851419914,0.016134533128260155,0.04204489851419914,1+3,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 1}","{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",1,model_6,True,,migration cooldown active,1,0,,,,,,4,2,1,0.0017545348109547255,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_6"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.01788906793921488, ""best_r"": 0.016134533128260155, ""absolute_delta"": 0.0017545348109547255, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.01788906793921488, ""best_r"": 0.01788906793921488, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}]"
steady,2,1,29,1787601012.257808,0.00035,0.03872984663595289,0.009933074394516154,0.03872984663595289,1+3,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 1}","{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",1,model_6,True,,migration cooldown active,1,0,,,,,,4,2,1,0.008123316306393043,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_6"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.018056390700909197, ""best_r"": 0.009933074394516154, ""absolute_delta"": 0.008123316306393043, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.018056390700909197, ""best_r"": 0.018056390700909197, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}]"
steady,2,1,30,1787601017.266618,0.00035,0.03263514095654807,0.004817082043737528,0.03263514095654807,1+3,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 1}","{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",1,model_6,True,,migration cooldown active,1,0,,,,,,4,2,1,0.014187670887358103,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.014187670887358103, ""best_r"": 0.0, ""absolute_delta"": 0.014187670887358103, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.007643205886530802, ""best_r"": 0.007643205886530802, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.014187670887358103, ""best_r"": 0.014187670887358103, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}]"
steady,2,1,31,1787601022.2781746,0.00035,0.032719504140184666,0.009491917050376872,0.032719504140184666,1+3,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 1}","{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",1,model_6,True,,migration cooldown active,1,0,,,,,,4,2,1,0.007015629751076783,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_6"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.016507546801453655, ""best_r"": 0.009491917050376872, ""absolute_delta"": 0.007015629751076783, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.016507546801453655, ""best_r"": 0.016507546801453655, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}]"
steady,2,1,32,1787601027.3002226,0.00035,0.03024271422320227,0.011635414260591828,0.03024271422320227,1+3,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 1}","{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",1,model_6,False,MIGRATE,literal line-8 absolute delta exceeds tau,1,0,,model_6,1,0,0.021791682633245827,4,2,1,0.003743704523044622,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_6"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.01537911878363645, ""best_r"": 0.011635414260591828, ""absolute_delta"": 0.003743704523044622, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.01537911878363645, ""best_r"": 0.01537911878363645, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}]"
steady,2,1,33,1787601032.3089788,0.00035,0.017995943522561172,0.017995943522561172,0.0154810266751997,2+2,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",0,,True,,migration cooldown active,0,0,,,,,,4,1,1,0.0,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.010027950940909811, ""best_r"": 0.010027950940909811, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.010942977202925601, ""best_r"": 0.010942977202925601, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}]"
